,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
540,540,38.0,4.1,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,37,10.42721501021827
541,541,37.0,4.9,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24,4.469352052358484
542,542,22.0,4.5,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,4.537601587678842
543,543,39.0,4.5,Sunny,High,0,Buffet,motorcycle,0.0,No,Metropolitian,22,1.554465957907003
544,544,21.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,1.5525722961642396
545,545,34.0,4.8,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,4.469352052358484
546,546,20.0,4.6,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,15,12.116559162592038
547,547,,,,,3,Drinks,electric_scooter,1.0,No,Metropolitian,41,6.29013467758336
548,548,20.0,4.8,Stormy,Low,2,Meal,electric_scooter,1.0,No,Urban,19,19.91431676646051
549,549,27.0,4.5,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,9.326829542196515
550,550,26.0,4.5,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,9.081444954288743
551,551,22.0,4.6,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,27,19.76106632827338
552,552,36.0,4.3,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,36,16.63651695457865
553,553,,,Sandstorms,High,1,Snack,scooter,0.0,No,Urban,15,1.5525801566280677
554,554,36.0,4.6,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,34,1.5293087710297812
555,555,39.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,6.080949025901412
556,556,38.0,4.7,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,10,4.656811824475263
557,557,27.0,4.9,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,10.881199560805609
558,558,38.0,4.8,Cloudy,Jam,1,Snack,motorcycle,3.0,No,Metropolitian,49,10.906324614875803
559,559,35.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,46,16.60809480408425
560,560,27.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,21,6.146622187499256
561,561,21.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,7.64855794799054
562,562,32.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,52,12.58026782216666
563,563,,,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,44,10.70728638842599
564,564,36.0,4.8,Sandstorms,Medium,1,Meal,scooter,0.0,No,Metropolitian,33,4.39541276851639
565,565,24.0,4.5,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,9.176325854353903
566,566,33.0,4.1,Stormy,Jam,1,Snack,scooter,0.0,No,Urban,34,6876.07576669672
567,567,38.0,4.5,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,3.02951275192306
568,568,28.0,4.7,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,10.58702370490736
569,569,,,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,24,7.660205777292763
570,570,37.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,32,1.5204319453616324
571,571,29.0,5.0,Sandstorms,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,23,16.659979129044938
572,572,,,Sunny,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,6.058923147477084
573,573,36.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36,19.373745834957603
574,574,38.0,4.7,Sunny,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,36,12.16201226045294
575,575,28.0,4.8,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,16,1.4650674026898791
576,576,36.0,4.6,Cloudy,Jam,2,Meal,scooter,0.0,Yes,Metropolitian,46,12.116905669821668
577,577,32.0,4.7,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,4.560961190955855
578,578,20.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,6.21788364750751
579,579,25.0,4.9,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,7.763485791256796
580,580,39.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,4.663310416320807
581,581,29.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,13.612340865326091
582,582,20.0,4.9,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,19.659494006265856
583,583,20.0,4.9,Stormy,Low,2,Buffet,motorcycle,0.0,No,Urban,19,13.392839212057542
584,584,23.0,5.0,Stormy,Jam,2,Meal,motorcycle,1.0,No,Urban,25,16.635518179491516
585,585,31.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,4.476914564573893
586,586,29.0,4.6,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,44,13.611544388246092
587,587,21.0,4.8,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,6.232177403627461
588,588,33.0,3.7,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,41,16.635820545573345
589,589,23.0,4.3,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,10.70423893432466
590,590,31.0,4.9,Stormy,Low,1,Drinks,scooter,1.0,No,,29,10.924144183851135
591,591,23.0,4.9,Stormy,Medium,2,Snack,scooter,0.0,No,Urban,20,13.969760213011874
592,592,34.0,4.9,Fog,High,0,Meal,motorcycle,,No,Metropolitian,29,1.5126021266192422
593,593,30.0,4.6,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,16.787776250708692
594,594,25.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16,16.852834881439975
595,595,33.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,10.86506573809728
596,596,23.0,4.5,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,1.558084196787786
597,597,38.0,4.1,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,38,13.788581570197586
598,598,20.0,4.7,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,24,20.442929762531403
599,599,27.0,4.7,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,2.937202766732068
600,600,34.0,4.6,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,43,12.464369458885084
601,601,26.0,4.9,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,21,3.105364545686073
602,602,36.0,4.4,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,31,6.120777222677923
603,603,26.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Urban,27,9.05609596214784
604,604,24.0,4.9,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,10,4.657999585176032
605,605,28.0,5.0,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,18,12.29284894480918
606,606,29.0,4.8,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,9.087965500946757
607,607,34.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,9.435201537103644
608,608,33.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,41,10.5703532199694
609,609,39.0,4.2,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,37,4.395420246455785
610,610,21.0,4.9,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17,11.007734763545226
611,611,24.0,4.0,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,36,12.58026782216666
612,612,37.0,4.7,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,15,1.5094795186079348
613,613,,,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,24,12.421407858556853
614,614,27.0,4.9,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,19,1.5263732162443304
615,615,34.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,25,7.342480856113623
616,616,25.0,5.0,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,41,14.152800689506924
617,617,33.0,4.8,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Urban,22,2.9795998363477345
618,618,21.0,4.8,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,24,8.928939271241473
619,619,23.0,4.6,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,12,1.5368369038841396
620,620,20.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,13.58258356495302
621,621,39.0,4.3,Fog,Jam,1,Buffet,scooter,1.0,Yes,Urban,42,10.86546460358291
622,622,35.0,4.8,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17,3.064510472243238
623,623,33.0,4.6,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,49,10.64158125643388
624,624,50.0,6.0,,,3,Drinks,electric_scooter,1.0,No,Urban,28,3.1450674354101187
625,625,25.0,4.9,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Urban,14,4.65759095503326
626,626,28.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,4.464795900747454
627,627,36.0,3.8,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,31,16.851371030985696
628,628,35.0,4.2,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,33,4.5883210856239
629,629,22.0,5.0,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18,1.509357188958826
630,630,28.0,4.7,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,20,9.177855596110662
631,631,39.0,4.6,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,35,16.635820545573345
632,632,33.0,3.6,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,34,13.766116995769575
633,633,24.0,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,22,3.1089026299388838
634,634,34.0,4.7,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,24,7.573470125694298
635,635,30.0,5.0,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,1.5524148918517984
636,636,,,Stormy,Medium,2,Buffet,motorcycle,1.0,No,Urban,29,17.09838536202398
637,637,39.0,3.6,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,38,19.68832433575452
638,638,39.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,20,3.1450674354101187
639,639,20.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31,16.721288103899063
640,640,22.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,3.105369976638969
641,641,,,Sunny,Medium,1,Snack,scooter,0.0,No,Urban,11,14.022253362414991
642,642,39.0,4.3,Windy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,40,14.152800689506924
643,643,23.0,4.9,Stormy,High,1,Buffet,scooter,1.0,No,Urban,15,6.29013467758336
644,644,31.0,4.9,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,39,10.587929946635423
645,645,25.0,4.9,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,23,19.661019603216737
646,646,36.0,4.6,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,41,11.720114258022102
647,647,25.0,4.7,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Urban,15,19.47088419780976
648,648,28.0,4.7,Windy,Jam,1,Buffet,motorcycle,1.0,No,Urban,28,9.348298806967952
649,649,31.0,4.1,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,34,7.790125828510814
650,650,32.0,5.0,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,19,10.710903359460598
651,651,24.0,4.6,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,34,6.081440911711158
652,652,21.0,4.6,Sandstorms,Low,2,Snack,scooter,0.0,No,Urban,12,3.064485781444576
653,653,29.0,4.9,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,18,1.5135753242583971
654,654,32.0,5.0,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,25,17.297865752893937
655,655,33.0,4.0,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,4.537418109892232
656,656,31.0,4.8,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,7.772038818862284
657,657,35.0,4.7,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,28,12.293569688065991
658,658,26.0,4.7,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,28,17.137487720349842
659,659,36.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,16.721467133839763
660,660,34.0,4.9,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,30,20.558018885847996
661,661,34.0,4.9,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,11.9169901803326
662,662,36.0,4.9,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,28,16.824549100056295
663,663,36.0,4.1,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,35,13.4065062032465
664,664,37.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,18,9.12135038947788
665,665,32.0,4.8,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,22,20.442929762531403
666,666,35.0,3.5,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,36,17.078706390612158
667,667,28.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,10.642292301484911
668,668,39.0,4.1,Windy,High,2,Buffet,scooter,2.0,No,Metropolitian,34,6.050103074300551
669,669,21.0,4.9,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,7.790489304916118
670,670,23.0,4.8,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,13,4.591636071443373
671,671,27.0,4.9,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,12,12.116848260731292
672,672,27.0,4.7,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,11,7.720257982024747
673,673,20.0,4.6,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,13.829770499629609
674,674,28.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,19.36427479309509
675,675,28.0,4.5,Stormy,Low,1,Meal,scooter,1.0,No,Urban,16,1.5320260200767226
676,676,28.0,4.4,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,31,11.007734763545226
677,677,34.0,4.4,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,44,16.90384389382123
678,678,33.0,4.1,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,39,19.61592696439049
679,679,22.0,4.7,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,12,4.674220355789451
680,680,31.0,3.7,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,37,16.900616226135416
681,681,27.0,4.4,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,37,20.28513652312386
682,682,27.0,4.7,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,14,4.595940523632502
683,683,38.0,4.6,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,16,4.596251206697649
684,684,32.0,4.7,Sunny,High,2,Buffet,scooter,1.0,No,Urban,16,5.959293109772623
685,685,34.0,5.0,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,7.761839422210533
686,686,25.0,5.0,Fog,Medium,2,Meal,electric_scooter,0.0,No,,12,9.17556515668898
687,687,23.0,4.8,Stormy,Jam,2,Snack,scooter,0.0,,Metropolitian,11,9.3157020050281
688,688,26.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,9.315729044287185
689,689,26.0,4.8,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,15,19.61891834748173
690,690,30.0,4.9,Fog,Jam,2,Snack,scooter,1.0,Yes,Metropolitian,45,13.21647483898267
691,691,22.0,4.3,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,41,10.756955716100649
692,692,38.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,20.206316416484
693,693,23.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,7.761726486450179
694,694,20.0,5.0,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,31,3.064487106530194
695,695,31.0,4.2,Cloudy,Jam,1,Meal,scooter,2.0,No,Metropolitian,44,16.600272418838045
696,696,29.0,4.9,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Urban,16,19.917359352869003
697,697,32.0,4.7,Sunny,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,20,4.663432201223702
698,698,22.0,4.9,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,13,3.1047992389654704
699,699,38.0,4.8,Sunny,High,2,Snack,scooter,,No,Urban,24,6.210169290052349
700,700,36.0,4.8,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,25,1.5323350129507805
701,701,39.0,4.6,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,27,3.018700803196138
702,702,36.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Urban,27,7.77183430246165
703,703,34.0,4.7,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,23,13.58251101109925
704,704,23.0,4.9,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,2242.40035709683
705,705,27.0,4.5,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,29,13.970759660805674
706,706,26.0,4.7,Windy,Medium,1,Snack,motorcycle,0.0,No,Urban,29,5.968870550860041
707,707,24.0,4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,12.463937408856191
708,708,22.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,29,7.448086298174423
709,709,36.0,4.7,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,41,12.58026782216666
710,710,,,,,3,Snack,electric_scooter,1.0,No,Metropolitian,27,1.5725337265584898
711,711,20.0,4.9,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,10.485895839488764
712,712,21.0,4.6,Windy,Jam,1,Meal,scooter,0.0,No,Urban,20,14.152800689506924
713,713,23.0,5.0,Fog,Medium,1,Drinks,scooter,,No,Metropolitian,17,7.772430463872425
714,714,39.0,4.8,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,29,10.428262033869531
715,715,30.0,4.9,Stormy,Jam,0,Drinks,motorcycle,2.0,Yes,Semi-Urban,48,10.64158125643388
716,716,22.0,5.0,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,27,6.232807160814951
717,717,28.0,4.0,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,33,10.587732953985684
718,718,30.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,27,20.206808074129626
719,719,25.0,4.6,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,12.46452805948462
720,720,38.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,7.763197145384553
721,721,26.0,4.6,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,13,4.405707968418773
722,722,32.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,1.5725337265584898
723,723,20.0,4.9,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,27,6.147215320011762
724,724,24.0,4.9,Cloudy,High,0,Snack,motorcycle,1.0,No,Urban,25,6.232150258779589
725,725,34.0,4.7,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,20,4.469312021375595
726,726,32.0,4.9,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,25,6.11986671196581
727,727,29.0,5.0,Fog,Low,2,Drinks,electric_scooter,1.0,No,Urban,17,3.0250616426139207
728,728,33.0,4.2,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,45,13.6158334590668
729,729,27.0,4.7,Sandstorms,Low,0,Snack,motorcycle,0.0,No,,15,16.834090663201565
730,730,34.0,4.6,Cloudy,High,2,Snack,electric_scooter,1.0,No,Urban,28,3.1450674354101187
731,731,37.0,5.0,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,16,7.77225332050286
732,732,30.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,10,5891.681591214016
733,733,20.0,4.8,Sunny,Medium,2,Meal,motorcycle,0.0,No,Urban,12,10.708220667174238
734,734,39.0,4.1,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,7.772282029685755
735,735,38.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,,21,7.762944133651041
736,736,32.0,3.7,Windy,Medium,2,Snack,scooter,2.0,No,Metropolitian,35,13.830779932983456
737,737,38.0,4.3,Stormy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,32,16.85244461324599
738,738,24.0,4.6,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,18,13.78828222007026
739,739,,,,,3,Meal,electric_scooter,0.0,No,Metropolitian,30,17910.531643686572
740,740,32.0,4.8,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,31,7.658776112036346
741,741,20.0,5.0,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,35,13.98991687733361
742,742,21.0,4.5,Sunny,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,42,7.601245065584428
743,743,37.0,4.0,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,23,1.512565443740953
744,744,29.0,4.0,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,15,7.5623179451646205
745,745,26.0,4.5,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,3.0734222595348126
746,746,20.0,5.0,Stormy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,26,4.527261448815863
747,747,32.0,4.0,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Metropolitian,34,6.209089325912427
748,748,26.0,4.9,Windy,Low,2,Snack,scooter,0.0,No,Urban,17,3.0589506429001907
749,749,24.0,4.9,Sunny,Medium,1,Snack,motorcycle,0.0,No,Urban,11,9.220373066701908
750,750,32.0,4.5,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,26,20.85177138300019
751,751,30.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,30,16.38598063526774
752,752,23.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,19,1.5099222982111784
753,753,22.0,4.8,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Urban,44,11.914594077095886
754,754,36.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,22,4.537571349795331
755,755,20.0,4.7,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,31,9.074836683144817
756,756,33.0,4.7,Stormy,Low,2,Buffet,scooter,0.0,No,,26,4.658255523836756
757,757,,,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,26,12.435806040948572
758,758,30.0,4.6,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,29,10.867285240517935
759,759,32.0,4.7,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,28,5.860920405441505
760,760,28.0,4.6,Stormy,High,1,Snack,scooter,1.0,No,Metropolitian,24,5.86024522640107
761,761,30.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,1.5305886459133555
762,762,21.0,4.5,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36,12.234750048703493
763,763,36.0,4.6,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,18,17.07649014377506
764,764,33.0,4.6,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,24,4.560783588900337
765,765,25.0,4.8,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,13.763778585007293
766,766,21.0,4.7,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,22,10.594842178820654
767,767,38.0,4.5,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,25,12.350685686818034
768,768,32.0,4.9,Fog,Medium,2,Drinks,scooter,1.0,No,Urban,41,12.58026782216666
769,769,20.0,4.2,Fog,Jam,1,Buffet,scooter,1.0,No,,31,12.464226008732972
770,770,24.0,4.1,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,17,3.116147020119406
771,771,37.0,5.0,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,32,6.053991527319505
772,772,24.0,4.8,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,26,16.38446703584503
773,773,20.0,4.9,Cloudy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,22,7.650862810492865
774,774,36.0,4.9,Cloudy,High,0,Snack,motorcycle,0.0,No,Urban,25,1.4901739539089844
775,775,37.0,4.9,Sunny,Low,2,Buffet,scooter,0.0,No,Urban,17,9.326603239448476
776,776,26.0,4.9,Sunny,High,2,Drinks,scooter,0.0,No,Metropolitian,10,1.552360877319872
777,777,38.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,19.688565914791827
778,778,23.0,4.7,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,30,4.717601091654031
779,779,38.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20.442929762531403
780,780,24.0,4.7,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,16,12.41857563758714
781,781,27.0,4.8,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,18,10.865409153097003
782,782,30.0,4.9,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,9.074836683144817
783,783,31.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,13.620973584609605
784,784,39.0,4.6,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,15,4.395289295019142
785,785,25.0,4.6,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,20.176811965428996
786,786,28.0,2.6,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,41,10.756273454102448
787,787,23.0,4.0,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,42,13.788747286135337
788,788,32.0,4.6,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,6.209250269706474
789,789,33.0,4.0,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,34,7.763102784782554
790,790,29.0,4.5,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,13.583440059689538
791,791,31.0,3.7,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,34,17.137414711860412
792,792,33.0,4.6,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,28,10.6025893254663
793,793,27.0,4.5,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,18,7.790156595759674
